StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,MTurkID,Sports_Filter,attention_check_1,attention_check_2_1,attention_check_2_2,Control_time_First Click,Control_time_Last Click,Control_time_Page Submit,Control_time_Click Count,Reduced_time_First Click,Reduced_time_Last Click,Reduced_time_Page Submit,Reduced_time_Click Count,Ranking_time_First Click,Ranking_time_Last Click,Ranking_time_Page Submit,Ranking_time_Click Count,Categorization_time_First Click,Categorization_time_Last Click,Categorization_time_Page Submit,Categorization_time_Click Count,Buffer_time_First Click,Buffer_time_Last Click,Buffer_time_Page Submit,Buffer_time_Click Count,Buffer_list,Count,Buffer_words_correct,Buffer_list_time_First Click,Buffer_list_time_Last Click,Buffer_list_time_Page Submit,Buffer_list_time_Click Count,Initial_Retention,Valued_Retention,Renewal Liklihood_1,Gender,Age,Race,Education,Bonus_Survey,Save MTurk,mturkcode,condition,label,reduced_list,ranking,categorization
2021-11-10 9:49:29,2021-11-10 9:50:00,IP Address,173.172.83.15,100,30,1,2021-11-10 9:50:00,R_8wW9eptND5ZICjL,,,,,39.0536956787109,-94.5905990600585,anonymous,EN,Yes,Yes,Yes,A2R25RH05K0B68,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,66355,,,,,
2021-11-10 9:49:37,2021-11-10 9:50:02,IP Address,71.74.18.28,100,24,1,2021-11-10 9:50:03,R_3QXJqm6ZJnvr2Cb,,,,,33.9653930664062,-78.0358963012695,anonymous,EN,Yes,Yes,Yes,A15I6Y5WBI6QRV,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,710048,,,,,
2021-11-10 9:41:16,2021-11-10 9:50:15,IP Address,73.162.197.18,100,538,1,2021-11-10 9:50:15,R_W2MySbRxCY3mdy1,,,,,37.7505950927734,-122.412101745605,anonymous,EN,Yes,Yes,Yes,A3EVXSWHYA1PTT,More than 10,Other,70,50,,,,,,,,,,,,,0,0,36.587,0,0,0,60.009,0,"wander, soak, listen, large, emphasis, snuggle, behavior, zero, subway, tie, map, hilarious, lamp, deer, reform",15,15,10.075,10.075,102.091,1,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee","4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee",76,Female,33,Other,Graduate Degree,I would like to answer this question,,473381,3,categorization,0,0,1
2021-11-10 9:49:49,2021-11-10 9:50:15,IP Address,98.162.197.184,100,26,1,2021-11-10 9:50:16,R_3nxB8d43WsMCDlA,,,,,35.6728973388671,-97.4991989135742,anonymous,EN,Yes,Yes,Yes,A1DL8I2TKBHO5A,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,738963,,,,,
2021-11-10 9:44:20,2021-11-10 9:50:16,IP Address,73.148.83.96,100,356,1,2021-11-10 9:50:17,R_2BesCnQEz4PXf3t,,,,,38.27099609375,-77.5494995117187,anonymous,EN,Yes,Yes,Yes,A30CKD84V82EH2,1-5,Other,70,50,14.217,36.141,45.156,3,,,,,,,,,,,,,3.064,3.064,60.048,1,DEER LAMP HILARIOUS LISTEN SOAK EMPHASIS ZERO ,7,7,4.301,4.301,55.476,1,"Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking","Member Events,Playoff Access,Same Seat Guarantee",80,Female,49,White,Bachelor's Degree,I would not like to answer this question,Yes,773436,0,control,0,0,0
2021-11-10 9:43:26,2021-11-10 9:50:17,IP Address,68.77.149.89,100,410,1,2021-11-10 9:50:17,R_3rS7zMSD0BFkhKN,,,,,34.0207977294921,-83.8252029418945,anonymous,EN,Yes,Yes,Yes,ACEXDRLUCPDE2,1-5,Other,70,50,0,0,72.23,0,,,,,,,,,,,,,0,0,60.016,0,"Subway, tie, listen, large, behavior, soap, ",5,5,2.94,2.94,55.521,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking",80,Male,75,White,Bachelor's Degree,I would like to answer this question,,590645,0,control,0,0,0
2021-11-10 9:46:21,2021-11-10 9:50:21,IP Address,68.80.22.125,100,240,1,2021-11-10 9:50:22,R_1Lwn3foQaQcO8Qt,,,,,39.9776000976562,-75.3098983764648,anonymous,EN,Yes,Yes,Yes,A1G8B6NLZNZI46,1-5,Other,70,50,,,,,0,0,29.111,0,,,,,,,,,0,0,60.106,0,"hilarious
lamp
deer
soak
snuggle
wander",6,6,1.469,1.469,14.961,1,"Purchase Additional Tickets at a Discounted Rate,Member Events,Discounted Concessions",Purchase Additional Tickets at a Discounted Rate,57,Female,33,White,Bachelor's Degree,I would like to answer this question,,612157,1,reduced_list,1,0,0
2021-11-10 9:40:25,2021-11-10 9:50:29,IP Address,96.32.194.224,100,603,1,2021-11-10 9:50:29,R_3KYMgiw7fgjMBfp,,,,,34.0388946533203,-84.3825988769531,anonymous,EN,Yes,Yes,Yes,A4YKOFM4EWMLK,More than 10,Other,70,50,0,0,29.055,0,,,,,,,,,,,,,0,0,60.127,0,"tie, reform, deer, wander, large, lamp, listen, zero, subway, map",10,10,2.679,2.679,27.325,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee,Complimentary Parking","4Ever Wild Rewards,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee,Complimentary Parking",92,Female,66,White,Bachelor's Degree,I would like to answer this question,,985144,0,control,0,0,0
2021-11-10 9:47:38,2021-11-10 9:50:29,IP Address,99.35.50.89,100,171,1,2021-11-10 9:50:30,R_2TMqZw9dw6Br1eI,,,,,30.3668060302734,-81.587303161621,anonymous,EN,Yes,Yes,Yes,A2CZDO76MWIA4Q,1-5,Other,70,50,0,0,1.888,0,,,,,,,,,,,,,0,0,60.115,0,"hilarious
tie
deer",3,3,2.657,2.657,10.539,1,Member Events,Member Events,18,Female,23,White,Bachelor's Degree,I would like to answer this question,,766082,0,control,0,0,0
2021-11-10 9:41:48,2021-11-10 9:50:58,IP Address,45.49.178.95,100,550,1,2021-11-10 9:50:59,R_9Nf8NSiKsHCPwat,,,,,33.7371978759765,-117.823196411132,anonymous,EN,Yes,Yes,Yes,A2YLTA4QNKYSRY,5-10,Other,70,50,,,,,1.344,1.344,113.103,1,,,,,,,,,1.254,1.254,60.12,1,"lamp, deer, hilarious, emphasis, map, snuggle, subway, ",7,7,2.455,2.455,81.797,1,"Purchase Additional Tickets at a Discounted Rate,Same Seat Guarantee","Purchase Additional Tickets at a Discounted Rate,Same Seat Guarantee",63,Male,23,Hispanic,Bachelor's Degree,I would like to answer this question,,537086,1,reduced_list,1,0,0
2021-11-10 9:42:40,2021-11-10 9:51:09,IP Address,75.117.225.103,100,508,1,2021-11-10 9:51:09,R_3J9STUKgUiokw0M,,,,,41.3105926513671,-93.0960998535156,anonymous,EN,Yes,Yes,Yes,A2VGEE0ZIZ8CBQ,More than 10,Other,70,50,,,,,,,,,0,0,65.289,0,,,,,0,0,60.154,0,"DEER
REFORM
SUBWAY
TIE
HILARIOUS
MAP
SNUGGLE
LARGE
LAMP
",9,9,0.998,73.352,74.788,2,"4Ever Wild Rewards,Hockey Lodge Discount,Member Events,Playoff Access,Complimentary Parking","Playoff Access,Complimentary Parking",69,Male,51,White,Bachelor's Degree,I would like to answer this question,,429561,2,ranking,0,1,0
2021-11-10 9:45:51,2021-11-10 9:51:50,IP Address,173.27.182.179,100,359,1,2021-11-10 9:51:50,R_1nVJeKcmfJ1VkjL,,,,,43.0442962646484,-91.1190032958984,anonymous,EN,Yes,Yes,Yes,AQUOS2XZESNXB,1-5,Other,70,50,0,0,57.264,0,,,,,,,,,,,,,0,0,60.116,0,"lamp, deer, reform, snuggle, large, subway, zero, tie, zero, wander, emphasis, ",11,11,0.725,0.725,63.99,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Discounted Concessions","4Ever Wild Rewards,Discounted Wild Merchandise,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Discounted Concessions",85,Female,66,White,High School Diploma,I would like to answer this question,,838589,0,control,0,0,0
2021-11-10 9:40:39,2021-11-10 9:51:53,IP Address,209.159.217.88,100,673,1,2021-11-10 9:51:53,R_3puoPKHOGDrxtu5,,,,,44.1414947509765,-103.205200195312,anonymous,EN,Yes,Yes,Yes,A2Z0DI2L5GV87Y,More than 10,Other,70,50,0,0,31.205,0,,,,,,,,,,,,,0,0,60.12,0,soak listen large subway map ,5,5,0.712,0.712,15.825,1,"Discounted Wild Merchandise,Member Events,Same Seat Guarantee,Complimentary Parking,Discounted Concessions","Discounted Wild Merchandise,Same Seat Guarantee,Complimentary Parking,Discounted Concessions",84,Male,44,White,Bachelor's Degree,I would not like to answer this question,Yes,495645,0,control,0,0,0
2021-11-10 9:43:30,2021-11-10 9:52:00,IP Address,91.219.212.203,100,509,1,2021-11-10 9:52:00,R_3GiWgBDiUJL75OF,,,,,34.0543975830078,-118.244094848632,anonymous,EN,Yes,Yes,Yes,A1FHC4Z6QXDQSS,1-5,Other,70,50,,,,,,,,,,,,,3.287,54.175,58.699,3,2.307,2.307,60.123,1,"Lamp, snuggle, emphasis, zero, subway, tie, map, hilarious, deer, reform",10,10,3.98,64.957,91.145,4,"Discounted Wild Merchandise,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Discounted Concessions,Early Entry on Game Days","Discounted Wild Merchandise,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Discounted Concessions,Early Entry on Game Days",90,Male,39,White,High School Diploma,I would like to answer this question,,876358,3,categorization,0,0,1
2021-11-10 9:42:38,2021-11-10 9:52:02,IP Address,68.32.62.151,100,564,1,2021-11-10 9:52:02,R_3O988meZwjqoRYt,,,,,42.6441955566406,-82.8984985351562,anonymous,EN,Yes,Yes,Yes,A19OCD2Q0K2U6M,1-5,Other,70,50,,,,,,,,,,,,,0,0,82.376,0,0,0,60.012,0,hilarious tie lamp snuggle deer ,5,5,2.601,2.601,28.54,1,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Complimentary Parking",71,Male,58,White,High School Diploma,I would like to answer this question,,515712,3,categorization,0,0,1
2021-11-10 9:46:43,2021-11-10 9:52:09,IP Address,107.131.145.149,100,326,1,2021-11-10 9:52:09,R_11iiiIZaM5p3mAS,,,,,41.3497009277343,-88.8414993286132,anonymous,EN,Yes,Yes,Yes,A384EFVY03N5KE,5-10,Other,70,50,,,,,,,,,2.114,2.447,48.62,2,,,,,1.779,1.779,60.133,1,lamp deer reform soak listen large wander,7,7,2.306,2.646,22.556,3,"Discounted Wild Merchandise,Hockey Lodge Discount,Member Events,Playoff Access","Member Events,Playoff Access",50,Male,58,White,Graduate Degree,I would not like to answer this question,Yes,34839,2,ranking,0,1,0
2021-11-10 9:41:34,2021-11-10 9:52:10,IP Address,72.180.100.252,100,636,1,2021-11-10 9:52:11,R_1GDGJaWKKFtYak8,,,,,33.0325927734375,-96.7858963012695,anonymous,EN,Yes,Yes,Yes,A31842X2M9HQ4O,1-5,Other,70,50,,,,,,,,,0,0,83.548,0,,,,,0,0,60.01,0,"deer
lamp 
reform
listen
zero
wander
map
tie
listen
emphasis",10,10,3.606,3.606,75.978,1,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee","Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee",70,Female,64,White,Bachelor's Degree,I would like to answer this question,,733584,2,ranking,0,1,0
2021-11-10 9:49:09,2021-11-10 9:52:11,IP Address,73.182.227.86,100,182,1,2021-11-10 9:52:11,R_3Eu46Nxmanqk6R4,,,,,41.2686004638671,-72.965103149414,anonymous,EN,Yes,Yes,Yes,A2A1B14T0CCT01,1-5,Other,70,50,,,,,,,,,0,0,1.413,0,,,,,56.068,56.068,60.008,1,soak subway emphasis snuggle,4,4,0.831,0.831,18.146,1,Ticket Trade- switch out games you can't attend,Ticket Trade- switch out games you can't attend,62,Male,27,White,High School Diploma,I would like to answer this question,,31695,2,ranking,0,1,0
2021-11-10 9:48:21,2021-11-10 9:52:16,IP Address,98.226.18.145,100,234,1,2021-11-10 9:52:16,R_2q4x8wF1XCoXjYP,,,,,41.585205078125,-87.8059005737304,anonymous,EN,Yes,Yes,Yes,A3FFBQEVDP2FYP,1-5,Other,70,50,,,,,0,0,7.107,0,,,,,,,,,0,0,60.015,0,"reform, snuggle, lamp",3,3,0.904,0.904,11.515,1,4Ever Wild Rewards,4Ever Wild Rewards,14,Female,36,White,Bachelor's Degree,I would not like to answer this question,Yes,93028,1,reduced_list,1,0,0
2021-11-10 9:41:17,2021-11-10 9:52:30,IP Address,72.181.5.166,100,672,1,2021-11-10 9:52:30,R_2uwJ1Rau6UlxEJr,,,,,32.9259948730468,-96.9665985107421,anonymous,EN,Yes,Yes,Yes,A22VGT2F28LTWC,1-5,Other,70,50,,,,,,,,,,,,,0,0,28.592,0,0,0,60.13,0,"deer, reform, map, tie, emphasis, lamp, hilarious, snuggle, soak",9,9,0.373,0.373,37.389,1,"Member Events,Playoff Access,Options to Purchase Suites Using flex credit,Complimentary Parking,Early Entry on Game Days,Exclusive Restroom Access","Member Events,Complimentary Parking,Early Entry on Game Days",8,Female,33,White,High School Diploma,I would like to answer this question,,394593,3,categorization,0,0,1
2021-11-10 9:39:14,2021-11-10 9:52:34,IP Address,76.171.171.69,100,799,1,2021-11-10 9:52:34,R_2dLyo9ctuKY4LSA,,,,,33.3683013916015,-117.233299255371,anonymous,EN,Yes,Yes,Yes,A1VOALLJN5TM1C,1-5,Other,70,50,,,,,0,0,40.12,0,,,,,,,,,0,0,60.121,0,"Deer, Reform, Large, Listen, Zero, Tie, Map, Soak, Lamp, Snuggle, Subway, Hilarious ",12,12,3.521,42.541,45.079,2,"4Ever Wild Rewards,Member Events,Stadium Tours,Playoff Access","4Ever Wild Rewards,Member Events,Stadium Tours,Playoff Access",80,Male,43,White,Graduate Degree,I would like to answer this question,,908818,1,reduced_list,1,0,0
2021-11-10 9:52:21,2021-11-10 9:52:43,IP Address,99.167.225.195,100,21,1,2021-11-10 9:52:43,R_YRoCb7fndrl5cfn,,,,,36.0395050048828,-80.189598083496,anonymous,EN,Yes,Yes,Yes,AVFZLWRV14IYN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530729,,,,,
2021-11-10 9:38:18,2021-11-10 9:52:48,IP Address,45.31.141.149,100,869,1,2021-11-10 9:52:48,R_dhiRv4hF5gTgLBf,,,,,35.385498046875,-82.548599243164,anonymous,EN,Yes,Yes,Yes,AY6EYIDUN6SI1,1-5,Other,70,50,,,,,,,,,0,0,124.182,0,,,,,0,0,60.117,0,"zero, subway, reform, wander, listen, large, emphasis, soak, lamp, deer, hilarious, map, tie",13,13,1.208,1.208,35.488,1,"Discounted Wild Merchandise,Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking","Member Events,Same Seat Guarantee,Complimentary Parking",40,Female,27,Asian,Bachelor's Degree,I would like to answer this question,,523700,2,ranking,0,1,0
2021-11-10 9:46:22,2021-11-10 9:52:51,IP Address,72.79.119.176,100,389,1,2021-11-10 9:52:52,R_2wiPf8VYq6nLgSz,,,,,40.7597045898437,-74.1836013793945,anonymous,EN,Yes,Yes,Yes,AGZ0KJNGENZ1J,1-5,Other,70,50,,,,,,,,,0,0,52.001,0,,,,,0,0,60.011,0,"wander, soak, snuggle, behavior, deer, lamp, subway, tie, hilarious, map",10,10,1.509,20.898,50.154,3,"Discounted Wild Merchandise,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Discounted Concessions","Discounted Wild Merchandise,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Discounted Concessions",55,Female,41,White,High School Diploma,I would like to answer this question,,629229,2,ranking,0,1,0
2021-11-10 9:52:43,2021-11-10 9:52:59,IP Address,98.127.137.72,100,16,1,2021-11-10 9:53:00,R_1OZxfFYqQZHP1s4,,,,,46.6098937988281,-112.02439880371,anonymous,EN,Yes,Yes,Yes,AAXX5LDVJ32F8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858890,,,,,
2021-11-10 9:48:27,2021-11-10 9:53:20,IP Address,70.141.182.94,100,293,1,2021-11-10 9:53:21,R_pFO8AOEiXsF5LNL,,,,,29.8303985595703,-95.3786010742187,anonymous,EN,Yes,Yes,Yes,ACGQSBJUW66F1,1-5,Other,70,50,,,,,,,,,0,0,47.646,0,,,,,0,0,60.019,0,"Deer, Reform, Hilarious, Map, Zero, Soak, Tie, ",7,7,1.504,1.504,37.814,1,"Interest Free Payment Plans,Playoff Access,Same Seat Guarantee","Playoff Access,Same Seat Guarantee",40,Male,27,Hispanic,Associate's Degree,I would like to answer this question,,156273,2,ranking,0,1,0
2021-11-10 9:50:22,2021-11-10 9:53:22,IP Address,107.77.233.216,100,179,1,2021-11-10 9:53:22,R_2w06YeY14O8vtL4,,,,,33.7485046386718,-84.3871002197265,anonymous,EN,Yes,Yes,Yes,A1DSTGIYWHCVJM,1-5,Other,70,50,,,,,0.592,0.592,1.283,1,,,,,,,,,1.436,10.812,60.012,3,"Lamp, deer, reform, wander, soap, listen, map, hilarious",7,7,0.402,0.402,18.024,1,"Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Early Entry on Game Days,Exclusive Restroom Access","Purchase Additional Tickets at a Discounted Rate,Member Events,Exclusive Restroom Access",75,Male,22,White,Associate's Degree,I would like to answer this question,,170013,1,reduced_list,1,0,0
2021-11-10 9:48:43,2021-11-10 9:53:23,IP Address,50.243.115.26,100,279,1,2021-11-10 9:53:24,R_25zBsYsCtignEDn,,,,,35.8686981201171,-83.4820022583007,anonymous,EN,Yes,Yes,Yes,A38YLXHJTSE5VD,More than 10,Other,70,50,,,,,0,0,29.813,0,,,,,,,,,0,0,60.033,0,"Lamp
Deer
Hilarious
Emphasis
Reform
Wander
Tie
Subway
Soak",9,9,1.63,1.63,29.359,1,"Playoff Access,Same Seat Guarantee","Playoff Access,Same Seat Guarantee",75,Female,33,White,Bachelor's Degree,I would like to answer this question,,724685,1,reduced_list,1,0,0
2021-11-10 9:45:48,2021-11-10 9:53:54,IP Address,74.215.171.169,100,485,1,2021-11-10 9:53:54,R_1mKtAOiUak2RxzZ,,,,,39.2413024902343,-84.5455017089843,anonymous,EN,Yes,Yes,Yes,AOJRP10FWOFA9,1-5,Other,70,50,,,,,,,,,,,,,0,0,56.171,0,0,0,60.111,0,"Tie, Map, Large, Deer, Snuggle, Zero, Behavior, Hilarious, Subway",9,9,1.891,70.314,90.81,3,"4Ever Wild Rewards,Purchase Additional Tickets at a Discounted Rate,Free Holiday Ornament,Access to all streamed NHL Games","4Ever Wild Rewards,Purchase Additional Tickets at a Discounted Rate,Free Holiday Ornament,Access to all streamed NHL Games",69,Female,51,Black or African American,High School Diploma,I would like to answer this question,,787001,3,categorization,0,0,1
2021-11-10 9:48:28,2021-11-10 9:54:02,IP Address,131.109.210.254,100,333,1,2021-11-10 9:54:02,R_2WGrZz3AoXRE9YB,,,,,41.8150024414062,-71.3663024902343,anonymous,EN,Yes,Yes,Yes,A2TZH1PO9PXJRY,1-5,Other,70,50,,,,,,,,,,,,,0,0,47.625,0,0,0,60.013,0,DEER REFORM WANDER SOAK LARGE SNUGGLE BEHAVIOR TIE LAMP HILARIOUS MAP EMPHASIS SUBWAY ZERO,14,14,0.684,5.098,70.162,2,"4Ever Wild Rewards,Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking,Discounted Concessions,Early Entry on Game Days","Playoff Access,Same Seat Guarantee,Complimentary Parking,Discounted Concessions",80,Male,43,White,Bachelor's Degree,I would like to answer this question,,903994,3,categorization,0,0,1
2021-11-10 9:47:35,2021-11-10 9:54:03,IP Address,98.10.203.100,100,387,1,2021-11-10 9:54:03,R_3e481oO3PWgqpvp,,,,,43.080093383789,-77.6342010498046,anonymous,EN,Yes,Yes,Yes,AHTWQSOY6HTJI,1-5,Other,70,50,,,,,0,0,59.797,0,,,,,,,,,0,0,60.111,0,DEER REFORM LISTEN LARGE WANDER SOAK EMPHASIS SNUGGLE HILARIOUS ZERO LAMP ,11,11,0.927,0.927,45.254,1,"Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","Ticket Trade- switch out games you can't attend,Complimentary Parking",60,Male,52,White,Bachelor's Degree,I would like to answer this question,,690530,1,reduced_list,1,0,0
2021-11-10 9:49:32,2021-11-10 9:54:03,IP Address,198.177.95.129,100,271,1,2021-11-10 9:54:03,R_3k1cdgMxIbcOPEo,,,,,42.9922943115234,-87.9932022094726,anonymous,EN,Yes,Yes,Yes,A1BQI9JKLVCIL0,5-10,Other,70,50,0,0,61.679,0,,,,,,,,,,,,,0,0,60.126,0,"Soak, Listen, Large, Emphasis, Zero, Subway, Tie, Hilarious, Lamp, Deer, Reform",11,11,0.676,1.324,24.709,2,"Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking",70,Male,36,White,Associate's Degree,I would like to answer this question,,323594,0,control,0,0,0
2021-11-10 9:48:24,2021-11-10 9:54:04,IP Address,68.39.238.227,100,339,1,2021-11-10 9:54:04,R_3GAMweRdNbk0AbH,,,,,41.1510009765625,-85.125,anonymous,EN,Yes,Yes,Yes,A12TZ1W76AGOF9,1-5,Other,70,50,,,,,0,0,35.669,0,,,,,,,,,0,0,60.014,0,"TIE
LAMP
HILARIOUS
LISTEN
WANDER
SOAP
DEER
REFORM
SNUGGLE
",8,8,2.725,2.725,36.827,1,"Playoff Access,Same Seat Guarantee","Playoff Access,Same Seat Guarantee",50,Female,40,White,Bachelor's Degree,I would like to answer this question,,8382,1,reduced_list,1,0,0
2021-11-10 9:49:57,2021-11-10 9:54:58,IP Address,97.104.251.49,100,300,1,2021-11-10 9:54:59,R_3R9Kb2HVHRKetdp,,,,,28.4985961914062,-81.535301208496,anonymous,EN,Yes,Yes,Yes,A1IUY8XKI9HJLS,1-5,Other,70,50,,,,,,,,,,,,,1.597,19.211,38.442,2,1.234,1.234,60.115,1,Reform deer snuggle emphasis tie map wonder large behavior ,8,8,0.887,0.887,53.849,1,"Member Events,Discounted Concessions,Early Entry on Game Days","Member Events,Discounted Concessions,Early Entry on Game Days",100,Female,32,White,High School Diploma,I would like to answer this question,,129854,3,categorization,0,0,1
2021-11-10 9:48:21,2021-11-10 9:54:59,IP Address,104.136.34.29,100,398,1,2021-11-10 9:55:00,R_V4FSZDa2aTpYLCN,,,,,28.7935028076171,-81.2867965698242,anonymous,EN,Yes,Yes,Yes,A2UNF0ZW0Y7GK3,5-10,Other,70,50,28.01,28.01,91.465,1,,,,,,,,,,,,,1.317,55.343,60.014,2,"Hilarious
Lamp
Deer
Reform
Large
Behavior
Tie
Snuggle
Subway
Map
",10,10,1.139,1.139,50.071,1,"Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking",71,Female,51,White,Graduate Degree,I would like to answer this question,,556104,0,control,0,0,0
2021-11-10 9:49:36,2021-11-10 9:55:00,IP Address,96.239.160.131,100,323,1,2021-11-10 9:55:00,R_2AYjphPYoQEc5aE,,,,,40.396499633789,-80.0441970825195,anonymous,EN,Yes,Yes,Yes,A1DCG37N0Y8BN0,5-10,Other,70,50,,,,,,,,,0,0,36.458,0,,,,,0,0,60.011,0,Lamp reform soak large listen emphasis snuggle zero tie map hilarious,11,11,0.692,0.692,42.871,1,"4Ever Wild Rewards,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Dedicated Account Manager,Same Seat Guarantee,Complimentary Parking","4Ever Wild Rewards,Purchase Additional Tickets at a Discounted Rate,Same Seat Guarantee,Complimentary Parking",52,Male,24,Black or African American,High School Diploma,I would like to answer this question,,977931,2,ranking,0,1,0
